event_id,name,year,date_raw,format,location,weight,notes
454,INS'hAck 2018,2018,"05 April, 09:30 PDT — 08 April 2018, 09:30 PDT",Jeopardy,Online,21.67,N/A
455,TyumenCTF 2018: NEON,2018,"31 March, 23:00 PDT — 01 April 2018, 07:00 PDT",Jeopardy,Online,0,Academic teams only
456,Inno CTF Junior 2018,2018,"31 March, 23:00 PDT — 07 April 2018, 23:00 PDT",Jeopardy,Online,0,School teams only
457,0CTF/TCTF 2018 Quals,2018,"30 March, 18:00 PDT — 01 April 2018, 18:00 PDT",Jeopardy,Online,55.74,N/A
458,Nuit du Hack CTF Quals 2018,2018,"30 March, 14:59 PDT — 31 March 2018, 14:59 PDT",Jeopardy,Online,47.08,N/A
459,SwampCTF 2018,2018,"29 March, 15:00 PDT — 31 March 2018, 15:00 PDT",Jeopardy,Online,22.35,N/A
460,Codegate CTF 2018 Finals,2018,"25 March, 18:00 PDT — 26 March 2018, 18:00 PDT",Jeopardy,On-site,25,N/A
461,Securinets CTF Quals 2018,2018,"24 March, 11:59 PDT — 25 March 2018, 11:59 PDT",Jeopardy,Online,23.25,N/A
462,Insomni'hack 2018,2018,"23 March, 11:00 PDT — 23 March 2018, 21:00 PDT",Jeopardy,On-site,47.71,N/A
463,VolgaCTF 2018 Quals,2018,"23 March, 08:00 PDT — 25 March 2018, 08:00 PDT",Jeopardy,Online,25.12,N/A
464,BackdoorCTF 2018,2018,"17 March, 08:30 PDT — 18 March 2018, 08:30 PDT",Jeopardy,Online,34.1,N/A
465,b00t2root '18,2018,"16 March, 21:30 PDT — 17 March 2018, 09:30 PDT",Jeopardy,Online,18.97,N/A
466,ångstromCTF 2018,2018,"16 March, 13:00 PDT — 21 March 2018, 13:00 PDT",Jeopardy,Online,22.6,N/A
467,UCSB iCTF 2018,2018,"16 March, 08:00 PDT — 16 March 2018, 17:00 PDT",Attack-Defense,Online,60.83,N/A
468,Tunisie Telecom Security Day,2018,"13 March, 02:00 PDT — 13 March 2018, 09:00 PDT",Jeopardy,On-site,0,N/A
469,N1CTF 2018,2018,"09 March, 17:00 PST — 11 March 2018, 18:00 PDT",Jeopardy,Online,24.41,N/A
470,THC CTF 2018,2018,"09 March, 12:00 PST — 10 March 2018, 08:00 PST",Jeopardy,On-site,0,N/A
471,Nullcon Goa 2018 Hardware CTF,2018,"02 March, 06:00 PST — 02 March 2018, 23:30 PST",Jeopardy,On-site,0,N/A
472,Pragyan CTF 2018,2018,"01 March, 23:30 PST — 03 March 2018, 11:30 PST",Jeopardy,Online,6.54,N/A
473,QCTF Starter 2018,2018,"24 Feb., 23:00 PST — 25 Feb. 2018, 13:00 PST",Jeopardy,On-site,5,N/A
474,NeverLAN CTF 2018,2018,"23 Feb., 11:00 PST — 26 Feb. 2018, 16:00 PST",Jeopardy,Online,19.73,N/A
475,Xiomara CTF 2018,2018,"23 Feb., 09:00 PST — 24 Feb. 2018, 09:00 PST",Jeopardy,Online,17.8,N/A
476,GirlsGoCyberStart 2018,2018,"20 Feb., 06:00 PST — 25 Feb. 2018, 15:59 PST",Jeopardy,Online,0,N/A
477,SECCON 2017 Final International competition,2018,"17 Feb., 16:00 PST — 18 Feb. 2018, 16:00 PST",Jeopardy,On-site,25,N/A
478,SECCON 2017 Final Japan competition,2018,"16 Feb., 16:00 PST — 18 Feb. 2018, 01:00 PST",Jeopardy,On-site,25,N/A
479,TAMUctf 18,2018,"16 Feb., 16:00 PST — 25 Feb. 2018, 16:00 PST",Jeopardy,Online,23.72,N/A
480,Harekaze CTF 2018,2018,"09 Feb., 22:00 PST — 10 Feb. 2018, 22:00 PST",Jeopardy,Online,23.87,N/A
481,EasyCTF IV,2018,"09 Feb., 17:00 PST — 19 Feb. 2018, 20:00 PST",Jeopardy,Online,0,Academic teams only
482,nullcom HackIM 2018,2018,"09 Feb., 14:00 PST — 11 Feb. 2018, 02:00 PST",Jeopardy,Online,16.95,N/A
483,EvlzCTF,2018,"09 Feb., 07:30 PST — 10 Feb. 2018, 07:30 PST",Jeopardy,Online,18.56,N/A
484,Codegate CTF 2018 Preliminary,2018,"02 Feb., 16:00 PST — 03 Feb. 2018, 16:00 PST",Jeopardy,Online,25,N/A
485,SharifCTF 8,2018,"01 Feb., 22:30 PST — 03 Feb. 2018, 10:30 PST",Jeopardy,Online,43.48,N/A
486,AceBear Security Contest 2018,2018,"26 Jan., 18:00 PST — 28 Jan. 2018, 06:00 PST",Jeopardy,Online,24.63,N/A
487,Break In CTF 2018,2018,"21 Jan., 07:30 PST — 22 Jan. 2018, 07:30 PST",Jeopardy,Online,22.78,N/A
488,Insomni'hack teaser 2018,2018,"20 Jan., 02:00 PST — 21 Jan. 2018, 18:00 PST",Jeopardy,Online,29.21,N/A
489,RHme3,2018,"15 Jan., 03:00 PST — 15 April 2018, 04:00 PDT",Jeopardy,Online,0,N/A
490,TetCTF 2020,2019,"31 Dec., 09:00 PST — 06 Jan. 2020, 09:00 PST",Jeopardy,Online,0,N/A
491,BambooFox CTF,2019,"31 Dec., 02:00 PST — 01 Jan. 2020, 02:00 PST",Jeopardy,Online,0,N/A
492,#kksctf open 2019,2019,"27 Dec., 23:00 PST — 28 Dec. 2019, 23:00 PST",Jeopardy,Online,25,N/A
493,hxp 36C3 CTF,2019,"27 Dec., 12:00 PST — 29 Dec. 2019, 12:00 PST",Jeopardy,Online,63,N/A
494,BauCTF Winter 2019 Warmup,2019,"27 Dec., 08:00 PST — 27 Dec. 2019, 12:00 PST",Jeopardy,Online,0,N/A
495,Inferno CTF 2019,2019,"27 Dec., 02:30 PST — 27 Dec. 2019, 22:30 PST",Jeopardy,Online,22.34,N/A
496,wtftime.org CTF,2019,"21 Dec., 03:00 PST — 21 Dec. 2019, 15:00 PST",Jeopardy,Online,24.83,N/A
497,SECCON 2019 Final Japan competition,2019,"20 Dec., 18:00 PST — 21 Dec. 2019, 23:00 PST",Jeopardy,Online,15,N/A
498,SECCON 2019 Final International competition,2019,"20 Dec., 18:00 PST — 21 Dec. 2019, 23:00 PST",Jeopardy,Online,15,N/A
499,UTC-CTF 2019 Teaser,2019,"20 Dec., 15:00 PST — 21 Dec. 2019, 15:00 PST",Jeopardy,Online,0,N/A
500,justCTF 2019,2019,"20 Dec., 12:00 PST — 22 Dec. 2019, 01:00 PST",Jeopardy,Online,24.85,N/A
501,KipodAfterFree CTF 2019,2019,"20 Dec., 08:00 PST — 25 Dec. 2019, 08:00 PST",Jeopardy,Online,24.61,N/A
502,SanthacklausCTF v2,2019,"15 Dec., 12:19 PST — 22 Dec. 2019, 12:20 PST",Jeopardy,Online,25,N/A
503,Team Matrix,2019,"13 Dec., 20:30 PST — 14 Dec. 2019, 03:30 PST",Jeopardy,Online,0,N/A
504,HITCON CTF 2019 Final,2019,"13 Dec., 16:00 PST — 14 Dec. 2019, 16:10 PST",Attack-Defense,On-site,25,N/A
505,watevrCTF 2019,2019,"13 Dec., 11:00 PST — 15 Dec. 2019, 11:00 PST",Jeopardy,Online,24.92,N/A
506,X-MAS CTF 2019,2019,"13 Dec., 11:00 PST — 20 Dec. 2019, 11:00 PST",Jeopardy,Online,24.17,N/A
507,ph0wn 2019,2019,"13 Dec., 10:00 PST — 13 Dec. 2019, 18:00 PST",Jeopardy,On-site,0,N/A
508,CaptureTheFIC Quals,2019,"12 Dec., 13:00 PST — 19 Dec. 2019, 13:00 PST",Hack-Quest,Online,0,N/A
509,Real World CTF 2019 Finals,2019,"06 Dec., 17:00 PST — 08 Dec. 2019, 01:00 PST",Jeopardy,On-site,25,N/A
510,1st IHS CTF,2019,"05 Dec., 04:30 PST — 06 Dec. 2019, 04:30 PST",Jeopardy,Online,0,School teams only
511,Deloitte UK CTF Final,2019,"02 Dec., 02:00 PST — 02 Dec. 2019, 08:00 PST",Jeopardy,On-site,0,N/A
512,OverTheWire Advent Bonanza 2019,2019,"01 Dec., 04:00 PST — 26 Dec. 2019, 04:00 PST",Jeopardy,Online,23.06,N/A
513,m0leCon CTF 2019,2019,"30 Nov., 05:30 PST — 30 Nov. 2019, 11:00 PST",Jeopardy,On-site,0,N/A
514,CTFZone 2019 Quals,2019,"30 Nov., 01:00 PST — 01 Dec. 2019, 13:00 PST",Jeopardy,Online,33.33,N/A
515,TUCTF 2019,2019,"29 Nov., 15:00 PST — 01 Dec. 2019, 15:00 PST",Jeopardy,Online,27.16,N/A
516,CTF Russian Cup 2019,2019,"28 Nov., 23:00 PST — 30 Nov. 2019, 08:00 PST",Jeopardy,On-site,0,N/A
517,Trend Micro CTF 2019 - Raimund Genes Cup - The Final,2019,"23 Nov., 06:00 PST — 24 Nov. 2019, 00:00 PST",Jeopardy,On-site,30,N/A
518,RuCTFE 2019,2019,"23 Nov., 02:00 PST — 23 Nov. 2019, 11:00 PST",Attack-Defense,Online,75.21,N/A
519,Bay Area CTF,2019,"22 Nov., 07:00 PST — 06 Dec. 2019, 15:59 PST",Jeopardy,Online,0,N/A
520,D^3CTF 2019,2019,"22 Nov., 04:00 PST — 24 Nov. 2019, 04:00 PST",Jeopardy,Online,0,N/A
521,GreHack CTF 2019,2019,"15 Nov., 14:00 PST — 15 Nov. 2019, 22:30 PST",Jeopardy,On-site,24.25,N/A
522,ASIS CTF Finals 2019,2019,"15 Nov., 09:00 PST — 17 Nov. 2019, 09:00 PST",Jeopardy,Online,83.64,N/A
523,RITSEC CTF 2019,2019,"15 Nov., 09:00 PST — 17 Nov. 2019, 21:00 PST",Jeopardy,Online,20.87,N/A
524,Dragon CTF 2019,2019,"14 Nov., 01:00 PST — 15 Nov. 2019, 07:00 PST",Jeopardy,On-site,98.7,N/A
525,MAGIC CTF 008,2019,"09 Nov., 04:30 PST — 09 Nov. 2019, 08:00 PST",Jeopardy,On-site,0,N/A
526,M*CTF 2019 Final,2019,"09 Nov., 03:00 PST — 09 Nov. 2019, 11:00 PST",Attack-Defense,On-site,0,N/A
527,Black Alps CTF 2019,2019,"08 Nov., 10:15 PST — 08 Nov. 2019, 14:30 PST",Jeopardy,On-site,0,N/A
528,Pwn2Win CTF 2019,2019,"08 Nov., 08:37 PST — 10 Nov. 2019, 08:37 PST",Jeopardy,Online,43,N/A
529,DefCamp CTF Finals 2019,2019,"07 Nov., 02:00 PST — 08 Nov. 2019, 02:00 PST",Jeopardy,On-site,20,N/A
530,Affinity CTF 2019 - Finals,2019,"07 Nov., 01:00 PST — 07 Nov. 2019, 11:00 PST",Jeopardy,On-site,0,N/A
531,CSAW CTF Final Round 2019,2019,"06 Nov., 11:00 PST — 08 Nov. 2019, 06:00 PST",Jeopardy,On-site,47.5,N/A
532,Deloitte UK CTF Qualifiers,2019,"05 Nov., 04:00 PST — 06 Nov. 2019, 04:00 PST",Jeopardy,Online,0,Academic teams only
533,TCS Hackquest 4.0,2019,"02 Nov., 03:00 PDT — 02 Nov. 2019, 09:00 PDT",Jeopardy,Online,0,N/A
534,Google Capture The Flag 2019 (Finals),2019,"02 Nov., 01:00 PDT — 03 Nov. 2019, 12:00 PST",Jeopardy,On-site,37,N/A
535,Newbie CTF(N-CTF) 2019,2019,"01 Nov., 08:00 PDT — 02 Nov. 2019, 08:00 PDT",Jeopardy,Online,0,N/A
536,SibirCTF 2019,2019,"31 Oct., 19:00 PDT — 01 Nov. 2019, 05:00 PDT",Attack-Defense,On-site,0,Academic teams only
537,REDHACK,2019,"29 Oct., 03:00 PDT — 29 Oct. 2019, 11:00 PDT",Jeopardy,On-site,0,N/A
538,CODE BLUE CTF 2019,2019,"29 Oct., 03:00 PDT — 30 Oct. 2019, 09:00 PDT",Jeopardy,On-site,17.5,N/A
539,BackdoorCTF 2019,2019,"26 Oct., 08:30 PDT — 27 Oct. 2019, 08:30 PDT",Jeopardy,Online,56,N/A
540,TastelessCTF 2019,2019,"26 Oct., 05:00 PDT — 27 Oct. 2019, 05:00 PDT",Jeopardy,Online,25,N/A
541,Hack.lu CTF 2019,2019,"22 Oct., 03:00 PDT — 24 Oct. 2019, 03:00 PDT",Jeopardy,Online,68.75,N/A
542,UConn CyberSEED 2019,2019,"19 Oct., 02:00 PDT — 19 Oct. 2019, 09:00 PDT",Jeopardy,On-site,0,N/A
543,SECCON 2019 Online CTF,2019,"18 Oct., 23:00 PDT — 19 Oct. 2019, 23:00 PDT",Jeopardy,Online,46.8,N/A
544,CTF Open 2019 Grand Final,2019,"18 Oct., 19:00 PDT — 19 Oct. 2019, 01:00 PDT",Jeopardy,On-site,0,N/A
545,HITB PRO CTF 2019,2019,"14 Oct., 22:00 PDT — 17 Oct. 2019, 05:00 PDT",Attack-Defense,On-site,25,N/A
546,CryptixCTF'19,2019,"12 Oct., 05:30 PDT — 13 Oct. 2019, 05:30 PDT",Jeopardy,Online,23,N/A
547,RoarCTF 2019,2019,"12 Oct., 03:00 PDT — 13 Oct. 2019, 15:00 PDT",Jeopardy,Online,0,N/A
548,M*CTF 2019 Quals,2019,"12 Oct., 03:00 PDT — 13 Oct. 2019, 03:00 PDT",Jeopardy,Online,0,N/A
549,RoarCTF 2019,2019,"12 Oct., 03:00 PDT — 13 Oct. 2019, 15:00 PDT",Jeopardy,Online,0,N/A
550,HITCON CTF 2019 Quals,2019,"11 Oct., 19:00 PDT — 13 Oct. 2019, 19:00 PDT",Jeopardy,Online,92.94,N/A
551,Reply Cyber Security Challenge 2019,2019,"11 Oct., 12:30 PDT — 12 Oct. 2019, 12:30 PDT",Jeopardy,Online,25,N/A
552,Square CTF 2019,2019,"10 Oct., 12:00 PDT — 16 Oct. 2019, 12:00 PDT",Jeopardy,Online,24.56,N/A
553,Rooters CTF,2019,"09 Oct., 23:30 PDT — 11 Oct. 2019, 23:30 PDT",Jeopardy,Online,24.23,N/A
554,Newbie CTF(N-CTF) 2019(Postponed),2019,"08 Oct., 17:00 PDT — 09 Oct. 2019, 17:00 PDT",Jeopardy,Online,0,N/A
555,Syskron Security CTF 2019,2019,"08 Oct., 15:00 PDT — 13 Oct. 2019, 15:00 PDT",Jeopardy,Online,24.29,N/A
556,Layer7 CTF 2019,2019,"06 Oct., 02:00 PDT — 07 Oct. 2019, 02:00 PDT",Jeopardy,Online,25,N/A
557,Balsn CTF 2019,2019,"04 Oct., 19:00 PDT — 06 Oct. 2019, 19:00 PDT",Jeopardy,Online,25,N/A
558,CTF Open 2019 Semi-Final,2019,"04 Oct., 17:00 PDT — 06 Oct. 2019, 05:00 PDT",Jeopardy,Online,0,Prequalified teams only
559,SIGSEGv Qualifier 2019,2019,"02 Oct., 02:00 PDT — 09 Oct. 2019, 02:00 PDT",Jeopardy,Online,0,N/A
560,Aperi'CTF 2019,2019,"29 Sept., 17:00 PDT — 13 Oct. 2019, 17:00 PDT",Jeopardy,Online,0,N/A
561,CyBRICS CTF Finals 2019,2019,"29 Sept., 00:00 PDT — 29 Sept. 2019, 10:00 PDT",Attack-Defense,On-site,25,Prequalified teams only
562,CUCTF 2019,2019,"28 Sept., 07:00 PDT — 28 Sept. 2019, 14:45 PDT",Jeopardy,On-site,0,N/A
563,BSides Delhi CTF 2019,2019,"28 Sept., 04:30 PDT — 29 Sept. 2019, 04:30 PDT",Jeopardy,Online,25,N/A
564,PwnThyBytes CTF 2019,2019,"27 Sept., 23:00 PDT — 29 Sept. 2019, 15:00 PDT",Jeopardy,Online,25,N/A
565,picoCTF 2019,2019,"27 Sept., 05:00 PDT — 11 Oct. 2019, 05:00 PDT",Jeopardy,Online,0,School teams only
566,Hardwear.io CTF Netherlands 2019,2019,"26 Sept., 03:00 PDT — 27 Sept. 2019, 09:45 PDT",Attack-Defense,On-site,0,N/A
567,Hardwear.io NL 2019 Hardware CTF,2019,"26 Sept., 01:00 PDT — 27 Sept. 2019, 05:00 PDT",Jeopardy,On-site,0,N/A
568,EKOPARTY CTF 2019,2019,"25 Sept., 10:00 PDT — 27 Sept. 2019, 10:00 PDT",Jeopardy,On-site,0,N/A
569,Nothing,2019,"22 Sept., 02:00 PDT — 22 Sept. 2019, 08:00 PDT",Jeopardy,On-site,0,N/A
570,Teaser Dragon CTF 2019,2019,"21 Sept., 05:00 PDT — 22 Sept. 2019, 05:00 PDT",Jeopardy,Online,36.08,N/A
571,InCTF 2019,2019,"20 Sept., 19:00 PDT — 22 Sept. 2019, 19:00 PDT",Jeopardy,Online,37,N/A
572,VolgaCTF 2019 Final,2019,"18 Sept., 23:00 PDT — 19 Sept. 2019, 08:00 PDT",Attack-Defense,On-site,22,N/A
573,SEC-T CTF 2019,2019,"18 Sept., 08:00 PDT — 19 Sept. 2019, 14:00 PDT",Jeopardy,Online,29.06,N/A
574,Newark Academy CTF 2019,2019,"17 Sept., 15:00 PDT — 22 Sept. 2019, 15:00 PDT",Jeopardy,Online,22,N/A
575,Real World CTF 2019 Quals,2019,"13 Sept., 19:00 PDT — 15 Sept. 2019, 19:00 PDT",Jeopardy,Online,24.67,N/A
576,Zia CTF 2019,2019,"13 Sept., 17:00 PDT — 15 Sept. 2019, 17:00 PDT",Jeopardy,Online,0,Academic teams only
577,CSAW CTF Qualification Round 2019,2019,"13 Sept., 13:00 PDT — 15 Sept. 2019, 13:00 PDT",Jeopardy,Online,43,N/A
578,Timisoara CTF 2019 Quals,2019,"13 Sept., 10:00 PDT — 17 Sept. 2019, 10:00 PDT",Jeopardy,Online,0,School teams only
579,Security Case Study CTF 2019,2019,"12 Sept., 05:00 PDT — 13 Sept. 2019, 05:00 PDT",Jeopardy,On-site,0,N/A
580,DefCamp CTF Qualification 2019,2019,"07 Sept., 02:00 PDT — 08 Sept. 2019, 02:00 PDT",Jeopardy,Online,22.14,N/A
581,Trend Micro CTF 2019 - Raimund Genes Cup - Online Qualifier,2019,"06 Sept., 21:00 PDT — 07 Sept. 2019, 21:00 PDT",Jeopardy,Online,9,N/A
582,Affinity CTF 2019 - Quals,2019,"06 Sept., 11:00 PDT — 08 Sept. 2019, 11:00 PDT",Jeopardy,Online,18.48,N/A
583,N1CTF 2019,2019,"06 Sept., 05:00 PDT — 08 Sept. 2019, 05:00 PDT",Jeopardy,Online,24.41,N/A
584,TokyoWesterns CTF 5th 2019,2019,"30 Aug., 17:00 PDT — 01 Sept. 2019, 17:00 PDT",Jeopardy,Online,97.08,N/A
585,r2con CTF,2019,"30 Aug., 15:00 PDT — 01 Sept. 2019, 15:00 PDT",Jeopardy,On-site,0,N/A
586,Codefest CTF 2019,2019,"24 Aug., 07:30 PDT — 24 Aug. 2019, 23:30 PDT",Jeopardy,Online,16.33,N/A
587,PASECA CTF 2019,2019,"23 Aug., 14:00 PDT — 25 Aug. 2019, 14:00 PDT",Jeopardy,Online,0,School teams only
588,Chaos Communication Camp 2019,2019,"23 Aug., 03:00 PDT — 25 Aug. 2019, 03:00 PDT",Jeopardy,Online,25,N/A
589,h4ckc0n 2019,2019,"22 Aug., 08:30 PDT — 23 Aug. 2019, 08:30 PDT",Jeopardy,Online,21.28,N/A
590,Saudi CTF,2019,"14 Aug., 20:58 PDT — 16 Aug. 2019, 20:58 PDT",Jeopardy,Online,0,N/A
591,redpwnCTF 2019,2019,"12 Aug., 09:00 PDT — 16 Aug. 2019, 09:00 PDT",Jeopardy,Online,22.63,N/A
592,Crypto CTF 2019,2019,"09 Aug., 23:00 PDT — 10 Aug. 2019, 23:00 PDT",Jeopardy,Online,24.05,N/A
593,ISITDTU CTF 2019 Finals,2019,"09 Aug., 19:00 PDT — 10 Aug. 2019, 19:00 PDT",Jeopardy,On-site,25,N/A
594,DEF CON CTF 2019,2019,"09 Aug., 10:00 PDT — 11 Aug. 2019, 13:00 PDT",Attack-Defense,On-site,72.5,Prequalified teams only
595,OpenCTF 2019,2019,"09 Aug., 03:00 PDT — 10 Aug. 2019, 13:00 PDT",Jeopardy,On-site,0,N/A
596,LKLCTF19,2019,"09 Aug., 02:00 PDT — 13 Aug. 2019, 07:30 PDT",Jeopardy,On-site,0,N/A
597,De1CTF 2019,2019,"02 Aug., 18:00 PDT — 04 Aug. 2019, 18:00 PDT",Jeopardy,Online,24.28,N/A
598,Canadian Institute for Cybersecurity CTF Final,2019,"01 Aug., 05:00 PDT — 01 Aug. 2019, 13:00 PDT",Jeopardy,Online,0,N/A
599,Cyber security CTF,2019,"23 July, 08:02 PDT — 23 July 2020, 08:02 PDT",Attack-Defense,Online,0,N/A
600,ByteCTF,2019,"20 July, 11:29 PDT — 22 July 2019, 11:30 PDT",Jeopardy,Online,0,School teams only
601,CyBRICS CTF Quals 2019,2019,"20 July, 03:00 PDT — 21 July 2019, 03:00 PDT",Jeopardy,Online,24.09,N/A
602,De1CTF 2019(revoke),2019,"20 July, 02:00 PDT — 22 July 2019, 02:00 PDT",Jeopardy,Online,0,N/A
603,peaCTF 2019,2019,"13 July, 21:00 PDT — 11 Aug. 2019, 21:00 PDT",Jeopardy,Online,0,N/A
604,InnoCTF International 2019,2019,"13 July, 01:00 PDT — 14 July 2019, 01:00 PDT",Jeopardy,Online,0,N/A
605,CInsects CTF 2019,2019,"12 July, 03:00 PDT — 12 July 2019, 12:00 PDT",Attack-Defense,Online,23.5,N/A
606,ENOWARS 3,2019,"05 July, 02:00 PDT — 05 July 2019, 12:00 PDT",Attack-Defense,Online,24.75,N/A
607,WCTF 2019 ONLINE,2019,"04 July, 19:00 PDT — 06 July 2019, 03:00 PDT",Jeopardy,Online,1,N/A
608,AltayCTF-2019,2019,"29 June, 20:00 PDT — 30 June 2019, 05:00 PDT",Attack-Defense,On-site,0,N/A
609,Canadian Institute for Cybersecurity_Capture the Flag,2019,"29 June, 05:00 PDT — 29 June 2019, 15:00 PDT",Jeopardy,Online,1,N/A
610,ISITDTU CTF 2019 Quals,2019,"28 June, 19:00 PDT — 29 June 2019, 19:00 PDT",Jeopardy,Online,23.38,N/A
611,Google Capture The Flag 2019 (Quals),2019,"21 June, 17:00 PDT — 23 June 2019, 16:59 PDT",Jeopardy,Online,96.34,N/A
612,Midnight Sun CTF 2019 Finals,2019,"15 June, 03:00 PDT — 16 June 2019, 03:00 PDT",Jeopardy,On-site,25,N/A
613,Hardwear.io USA 2019 Hardware CTF,2019,"13 June, 10:00 PDT — 14 June 2019, 14:00 PDT",Jeopardy,On-site,0,N/A
614,CTF.Moscow 2019,2019,"10 June, 00:00 PDT — 10 June 2019, 08:00 PDT",Attack-Defense,On-site,44.25,N/A
615,BCACTF I,2019,"08 June, 21:00 PDT — 15 June 2019, 21:00 PDT",Jeopardy,Online,0,N/A
616,0CTF/TCTF 2019 Finals,2019,"07 June, 19:00 PDT — 09 June 2019, 02:00 PDT",Jeopardy,On-site,100,N/A
617,CONFidence CTF 2019 Finals,2019,"03 June, 03:00 PDT — 04 June 2019, 08:30 PDT",Jeopardy,Online,25,N/A
618,HSCTF 6,2019,"03 June, 00:00 PDT — 07 June 2019, 12:00 PDT",Jeopardy,Online,23.54,N/A
619,Facebook CTF 2019,2019,"31 May, 17:00 PDT — 02 June 2019, 17:00 PDT",Jeopardy,Online,24.28,N/A
620,BCTF 2019 finals,2019,"31 May, 02:00 PDT — 01 June 2019, 11:00 PDT",Jeopardy,On-site,0,N/A
621,FAUST CTF 2019,2019,"25 May, 06:00 PDT — 25 May 2019, 15:00 PDT",Attack-Defense,Online,32.5,N/A
622,Security Fest 2019,2019,"22 May, 08:00 PDT — 23 May 2019, 08:00 PDT",Jeopardy,Online,40.82,N/A
623,MIEM Real CTF Finals,2019,"18 May, 02:00 PDT — 19 May 2019, 09:00 PDT",Attack-Defense,On-site,23.01,N/A
624,Harekaze CTF 2019,2019,"17 May, 23:00 PDT — 18 May 2019, 23:00 PDT",Jeopardy,Online,23.87,N/A
625,RCTF 2019,2019,"17 May, 18:00 PDT — 19 May 2019, 18:00 PDT",Jeopardy,Online,36,N/A
626,NorthSec 2019,2019,"17 May, 16:00 PDT — 19 May 2019, 14:00 PDT",Hack-Quest,On-site,21.88,N/A
627,CTF 313 2019,2019,"16 May, 01:00 PDT — 17 May 2019, 09:30 PDT",Jeopardy,On-site,20.71,N/A
628,YauzaCTF 2019 Finals,2019,"12 May, 08:00 PDT — 12 May 2019, 16:00 PDT",Jeopardy,On-site,0,N/A
629,DEF CON CTF Qualifier 2019,2019,"10 May, 17:00 PDT — 12 May 2019, 17:00 PDT",Jeopardy,Online,57.39,N/A
630,HITB CTF Amsterdam 2019,2019,"09 May, 01:00 PDT — 10 May 2019, 08:00 PDT",Jeopardy,On-site,25,N/A
631,TSG CTF,2019,"04 May, 00:00 PDT — 05 May 2019, 00:00 PDT",Jeopardy,Online,23.75,N/A
632,INS'hAck 2019,2019,"02 May, 10:00 PDT — 05 May 2019, 10:00 PDT",Jeopardy,Online,29.65,N/A
633,CTF19 - ALL.MN,2019,"30 April, 17:00 PDT — 04 May 2019, 07:00 PDT",Jeopardy,Online,13,N/A
634,BTH_CTF{sM3ll_th3_sH3ll},2019,"27 April, 09:00 PDT — 28 April 2019, 03:00 PDT",Jeopardy,On-site,0,N/A
635,OmCTF-2019,2019,"27 April, 02:00 PDT — 28 April 2019, 12:00 PDT",Attack-Defense,Online,0,N/A
636,*CTF 2019,2019,"26 April, 18:00 PDT — 28 April 2019, 18:00 PDT",Jeopardy,Online,25,N/A
637,RuCTF Finals 2019,2019,"25 April, 22:00 PDT — 29 April 2019, 03:00 PDT",Attack-Defense,On-site,25,N/A
638,UUTCTF 2019,2019,"25 April, 06:30 PDT — 28 April 2019, 06:30 PDT",Jeopardy,Online,19.71,N/A
639,CSA Capture The Flag 2019,2019,"24 April, 19:00 PDT — 01 May 2019, 19:00 PDT",Jeopardy,Online,0,N/A
640,Blaze CTF 2019,2019,"20 April, 13:20 PDT — 25 April 2019, 09:20 PDT",Jeopardy,Online,24.07,N/A
641,ASIS CTF Quals 2019,2019,"19 April, 23:00 PDT — 21 April 2019, 23:00 PDT",Jeopardy,Online,61.07,N/A
642,ångstromCTF 2019,2019,"19 April, 17:00 PDT — 24 April 2019, 17:00 PDT",Jeopardy,Online,22.6,N/A
643,TG:Hack 2019,2019,"17 April, 09:00 PDT — 20 April 2019, 09:00 PDT",Jeopardy,Online,0,N/A
644,MIEM Real CTF Quals,2019,"14 April, 14:00 PDT — 21 April 2019, 14:00 PDT",Jeopardy,Online,24.41,N/A
645,Securinets CTF Finals 2019,2019,"14 April, 02:00 PDT — 14 April 2019, 09:00 PDT",Jeopardy,On-site,0,Prequalified teams only
646,Hack Zone Tunisia 2019,2019,"13 April, 11:00 PDT — 13 April 2019, 23:00 PDT",Jeopardy,Online,24.8,N/A
647,YauzaCTF 2019 Quals,2019,"13 April, 08:00 PDT — 14 April 2019, 08:00 PDT",Jeopardy,Online,22.62,N/A
648,PlaidCTF 2019,2019,"12 April, 14:00 PDT — 14 April 2019, 14:00 PDT",Jeopardy,Online,95.72,N/A
649,WPICTF 2019,2019,"12 April, 13:00 PDT — 14 April 2019, 16:00 PDT",Jeopardy,Online,21.83,N/A
650,Byte Bandits CTF 2019,2019,"12 April, 08:30 PDT — 13 April 2019, 08:30 PDT",Jeopardy,Online,25,N/A
651,Kaspersky Industrial CTF Finals,2019,"08 April, 18:30 PDT — 09 April 2019, 22:30 PDT",Attack-Defense,On-site,0,N/A
652,TG:Hack -delete me-,2019,"08 April, 11:00 PDT — 11 April 2019, 11:00 PDT",Jeopardy,On-site,0,N/A
653,CBM CTF 2019,2019,"06 April, 11:30 PDT — 07 April 2019, 11:30 PDT",Jeopardy,Online,15.72,N/A
654,SpamAndFlags Teaser 2019,2019,"06 April, 05:01 PDT — 07 April 2019, 05:01 PDT",Jeopardy,Online,23.89,N/A
655,AceBear Security Contest 2019,2019,"05 April, 17:00 PDT — 06 April 2019, 17:00 PDT",Jeopardy,Online,24.63,N/A
656,TJCTF 2019,2019,"05 April, 16:00 PDT — 09 April 2019, 16:00 PDT",Jeopardy,Online,0,School teams only
